"","latitude","longitude","wind_kt","latitude_p","longitude_p","windkt_p","date","year","nature","delta1","delta2","delta3"
"7163",23.1,-68.5,45,23.9,-69,50,257,2011,5,0.800000000000001,-0.5,0
"7164",23.9,-69,50,24.7,-69.3,50,257,2011,5,0.799999999999997,-0.5,5
"7165",24.7,-69.3,50,25.8,-69.3,55,257,2011,5,0.800000000000001,-0.299999999999997,0
"7166",25.8,-69.3,55,27.2,-68.9,60,257,2011,5,1.1,0,5
"7167",27.2,-68.9,60,28.8,-68.4,60,258,2011,5,1.4,0.399999999999991,5
"7168",28.8,-68.4,60,30.9,-67.8,60,258,2011,5,1.6,0.5,0
"7169",30.9,-67.8,60,33.7,-66.9,65,258,2011,5,2.1,0.600000000000009,0
"7170",33.7,-66.9,65,36.8,-64.8,70,258,2011,5,2.8,0.899999999999991,5
"7171",36.8,-64.8,70,39.8,-62.1,70,259,2011,5,3.09999999999999,2.10000000000001,5
"7172",39.8,-62.1,70,42.9,-58.2,65,259,2011,5,3,2.7,0
"7173",42.9,-58.2,65,46.7,-53.9,60,259,2011,5,3.1,3.9,-5
"7174",20.3,-93.7,30,20.3,-93.3,30,250,2011,1,0,0.200000000000003,0
"7175",20.3,-93.3,30,20.3,-92.9,35,250,2011,1,0,0.400000000000006,0
"7176",20.3,-92.9,35,20.3,-92.6,40,250,2011,1,0,0.399999999999991,5
"7177",20.3,-92.6,40,20.2,-92.5,45,250,2011,5,0,0.300000000000011,5
"7178",20.2,-92.5,45,20.1,-92.4,50,251,2011,5,-0.100000000000001,0.0999999999999943,5
"7179",20.1,-92.4,50,19.9,-92.3,55,251,2011,5,-0.0999999999999979,0.0999999999999943,5
"7180",19.9,-92.3,55,19.7,-92.3,65,251,2011,5,-0.200000000000003,0.100000000000009,5
"7181",19.7,-92.3,65,19.7,-92.1,65,251,2011,5,-0.199999999999999,0,10
"7182",19.7,-92.1,65,19.9,-92.2,55,252,2011,5,0,0.200000000000003,0
"7183",19.9,-92.2,55,20,-92.4,50,252,2011,5,0.199999999999999,-0.100000000000009,-10
"7184",20,-92.4,50,20,-92.7,45,252,2011,5,0.100000000000001,-0.200000000000003,-5
"7185",20,-92.7,45,20,-93,45,252,2011,5,0,-0.299999999999997,-5
"7186",20,-93,45,20,-93.4,45,253,2011,5,0,-0.299999999999997,0
"7187",20,-93.4,45,20.1,-93.8,50,253,2011,5,0,-0.400000000000006,0
"7188",20.1,-93.8,50,20.1,-94.2,55,253,2011,5,0.100000000000001,-0.399999999999991,5
"7189",20.1,-94.2,55,20.1,-94.7,55,253,2011,5,0,-0.400000000000006,5
"7190",20.1,-94.7,55,20,-95.4,50,254,2011,5,0,-0.5,0
"7191",20,-95.4,50,20.3,-96.4,40,254,2011,5,-0.100000000000001,-0.700000000000003,-5
"7192",20.3,-96.4,40,20.5,-97.2,35,254,2011,5,0.300000000000001,-1,-10
"7193",20.5,-97.2,35,20.5,-97.8,25,254,2011,5,0.199999999999999,-0.799999999999997,-5
"7194",8.6,-19.1,20,9,-20.6,25,266,2011,1,0.299999999999999,-1.6,0
"7195",9,-20.6,25,9.5,-22,25,266,2011,1,0.4,-1.5,5
"7196",9.5,-22,25,10.4,-23.3,30,266,2011,1,0.5,-1.4,0
"7197",10.4,-23.3,30,11,-24.7,30,267,2011,1,0.9,-1.3,5
"7198",11,-24.7,30,11.1,-26.1,35,267,2011,5,0.6,-1.4,0
"7199",11.1,-26.1,35,11.2,-27.3,35,267,2011,5,0.0999999999999996,-1.4,5
"7200",11.2,-27.3,35,11.5,-28.4,35,267,2011,5,0.0999999999999996,-1.2,0
"7201",11.5,-28.4,35,12.1,-29.4,40,268,2011,5,0.300000000000001,-1.1,0
"7202",12.1,-29.4,40,12.7,-30.3,40,268,2011,5,0.6,-1,5
"7203",12.7,-30.3,40,13.2,-31.2,45,268,2011,5,0.6,-0.900000000000002,0
"7204",13.2,-31.2,45,13.8,-32.1,45,268,2011,5,0.5,-0.899999999999999,5
"7205",13.8,-32.1,45,14.4,-33,45,269,2011,5,0.600000000000001,-0.900000000000002,0
"7206",14.4,-33,45,14.9,-33.6,50,269,2011,5,0.6,-0.899999999999999,0
"7207",14.9,-33.6,50,15.3,-34.1,50,269,2011,5,0.5,-0.600000000000001,5
"7208",15.3,-34.1,50,15.4,-34.4,45,269,2011,5,0.4,-0.5,0
"7209",15.4,-34.4,45,15.5,-34.7,45,270,2011,5,0.0999999999999996,-0.299999999999997,-5
"7210",15.5,-34.7,45,15.6,-35.2,40,270,2011,5,0.0999999999999996,-0.300000000000004,0
"7211",15.6,-35.2,40,15.7,-35.8,35,270,2011,5,0.0999999999999996,-0.5,-5
"7212",15.7,-35.8,35,15.8,-36.6,30,270,2011,5,0.0999999999999996,-0.599999999999994,-5
"7213",15.8,-36.6,30,16,-37.4,30,271,2011,5,0.100000000000001,-0.800000000000004,-5
"7214",16,-37.4,30,16.2,-38.4,35,271,2011,5,0.199999999999999,-0.799999999999997,0
"7215",16.2,-38.4,35,16.6,-39.4,40,271,2011,5,0.199999999999999,-1,5
"7216",16.6,-39.4,40,17.1,-40.5,40,271,2011,5,0.400000000000002,-1,5
"7217",17.1,-40.5,40,17.8,-41.5,45,272,2011,5,0.5,-1.1,0
"7218",17.8,-41.5,45,18.7,-42.3,45,272,2011,5,0.699999999999999,-1,5
"7219",18.7,-42.3,45,19.7,-43,45,272,2011,5,0.899999999999999,-0.799999999999997,0
"7220",19.7,-43,45,20.7,-43.6,40,272,2011,5,1,-0.700000000000003,0
"7221",20.7,-43.6,40,21.7,-44.2,40,273,2011,5,1,-0.600000000000001,-5
"7222",21.7,-44.2,40,22.5,-44.8,45,273,2011,5,1,-0.600000000000001,0
"7223",22.5,-44.8,45,23.2,-45.6,45,273,2011,5,0.800000000000001,-0.599999999999994,5
"7224",23.2,-45.6,45,23.8,-46.3,50,273,2011,5,0.699999999999999,-0.800000000000004,0
"7225",23.8,-46.3,50,24.1,-47,55,274,2011,5,0.600000000000001,-0.699999999999996,5
"7226",24.1,-47,55,24.4,-47.6,60,274,2011,5,0.300000000000001,-0.700000000000003,5
"7227",24.4,-47.6,60,24.8,-48.4,60,274,2011,5,0.299999999999997,-0.600000000000001,5
"7228",24.8,-48.4,60,25.2,-49.3,60,274,2011,5,0.400000000000002,-0.799999999999997,0
"7229",25.2,-49.3,60,25.8,-50.3,50,275,2011,5,0.399999999999999,-0.899999999999999,0
"7230",25.8,-50.3,50,26.2,-51.2,40,275,2011,5,0.600000000000001,-1,-10
"7231",26.2,-51.2,40,26.3,-52.3,40,275,2011,5,0.399999999999999,-0.900000000000006,-10
"7232",26.3,-52.3,40,26.2,-53.2,45,275,2011,5,0.100000000000001,-1.09999999999999,0
"7233",26.2,-53.2,45,25.6,-54,50,276,2011,5,-0.100000000000001,-0.900000000000006,5
"7234",25.6,-54,50,24.9,-54.8,55,276,2011,5,-0.599999999999998,-0.799999999999997,5
"7235",24.9,-54.8,55,24.3,-55.6,60,276,2011,5,-0.700000000000003,-0.799999999999997,5
"7236",24.3,-55.6,60,23.8,-56.6,65,276,2011,5,-0.599999999999998,-0.800000000000004,5
"7237",23.8,-56.6,65,23.7,-57.7,65,277,2011,5,-0.5,-1,5
"7238",23.7,-57.7,65,23.8,-58.7,60,277,2011,5,-0.100000000000001,-1.1,0
"7239",23.8,-58.7,60,24,-59.6,60,277,2011,5,0.100000000000001,-1,-5
"7240",24,-59.6,60,24.3,-60.2,60,277,2011,5,0.199999999999999,-0.899999999999999,0
"7241",24.3,-60.2,60,24.7,-60.7,60,278,2011,5,0.300000000000001,-0.600000000000001,0
"7242",24.7,-60.7,60,25.2,-61,55,278,2011,5,0.399999999999999,-0.5,0
"7243",25.2,-61,55,25.5,-61.1,55,278,2011,5,0.5,-0.299999999999997,-5
"7244",25.5,-61.1,55,25.9,-61.1,60,278,2011,5,0.300000000000001,-0.100000000000001,0
"7245",25.9,-61.1,60,26.5,-61,65,279,2011,5,0.399999999999999,0,5
"7246",26.5,-61,65,27.4,-60.4,70,279,2011,5,0.600000000000001,0.100000000000001,5
"7247",27.4,-60.4,70,28.2,-59.7,80,279,2011,5,0.899999999999999,0.600000000000001,5
"7248",28.2,-59.7,80,28.7,-58.8,80,279,2011,5,0.800000000000001,0.699999999999996,10
"7249",28.7,-58.8,80,29,-57.7,80,280,2011,5,0.5,0.900000000000006,0
"7250",29,-57.7,80,29.3,-56.5,80,280,2011,5,0.300000000000001,1.09999999999999,0
"7251",29.3,-56.5,80,29.7,-55.1,70,280,2011,5,0.300000000000001,1.2,0
"7252",29.7,-55.1,70,30.1,-53.5,65,280,2011,5,0.399999999999999,1.4,-10
"7253",30.1,-53.5,65,30.9,-51.4,60,281,2011,5,0.400000000000002,1.6,-5
"7254",30.9,-51.4,60,32.3,-48.7,60,281,2011,5,0.799999999999997,2.1,-5
"7255",32.3,-48.7,60,34.4,-46,50,281,2011,5,1.4,2.7,0
"7256",34.4,-46,50,37.5,-43.6,45,281,2011,2,2.1,2.7,-10
"7257",12.7,-81.2,25,12.9,-81.4,25,295,2011,1,0,-0.200000000000003,0
"7258",12.9,-81.4,25,13.2,-81.4,25,295,2011,1,0.200000000000001,-0.200000000000003,0
"7259",13.2,-81.4,25,13.6,-81.4,25,295,2011,1,0.299999999999999,0,0
"7260",13.6,-81.4,25,14.2,-81.4,25,296,2011,1,0.4,0,0
"7261",14.2,-81.4,25,14.8,-81.5,25,296,2011,5,0.6,0,0
"7262",14.8,-81.5,25,15.5,-81.7,30,296,2011,5,0.600000000000001,-0.0999999999999943,0
"7263",15.5,-81.7,30,16,-81.9,35,296,2011,5,0.699999999999999,-0.200000000000003,5
"7264",16,-81.9,35,16.5,-82.2,40,297,2011,5,0.5,-0.200000000000003,5
"7265",16.5,-82.2,40,16.9,-82.6,50,297,2011,5,0.5,-0.299999999999997,5
"7266",16.9,-82.6,50,17.1,-83,65,297,2011,5,0.399999999999999,-0.399999999999991,10
"7267",17.1,-83,65,17.2,-83.2,75,297,2011,5,0.200000000000003,-0.400000000000006,15
"7268",17.2,-83.2,75,17.3,-83.5,90,298,2011,5,0.0999999999999979,-0.200000000000003,10
"7269",17.3,-83.5,90,17.3,-83.8,95,298,2011,5,0.100000000000001,-0.299999999999997,15
"7270",17.3,-83.8,95,17.3,-84.2,100,298,2011,5,0,-0.299999999999997,5
"7271",17.3,-84.2,100,17.4,-84.6,100,298,2011,5,0,-0.400000000000006,5
"7272",17.4,-84.6,100,17.5,-85,100,299,2011,5,0.0999999999999979,-0.399999999999991,0
"7273",17.5,-85,100,17.7,-85.4,85,299,2011,5,0.100000000000001,-0.400000000000006,0
"7274",17.7,-85.4,85,18,-85.8,80,299,2011,5,0.199999999999999,-0.400000000000006,-15
"7275",18,-85.8,80,18.3,-86.3,80,299,2011,5,0.300000000000001,-0.399999999999991,-5
"7276",18.3,-86.3,80,18.6,-86.7,65,300,2011,5,0.300000000000001,-0.5,0
"7277",18.6,-86.7,65,19,-86.9,60,300,2011,5,0.300000000000001,-0.400000000000006,-15
"7278",19,-86.9,60,19.5,-87.1,60,300,2011,5,0.399999999999999,-0.200000000000003,-5
"7279",19.5,-87.1,60,20.2,-87.2,55,300,2011,5,0.5,-0.199999999999989,0
"7280",20.2,-87.2,55,20.9,-87.1,50,301,2011,5,0.699999999999999,-0.100000000000009,-5
"7281",20.9,-87.1,50,21.4,-86.9,40,301,2011,5,0.699999999999999,0.100000000000009,-5
"7282",21.4,-86.9,40,21.7,-86.4,25,301,2011,5,0.5,0.199999999999989,-10
"7283",21.7,-86.4,25,21.8,-85.3,20,301,2011,1,0.300000000000001,0.5,-15
"7284",21.8,-85.3,20,21.5,-84.2,20,302,2011,1,0.100000000000001,1.10000000000001,-5
"7285",28.5,-69.2,45,28.4,-68.8,45,310,2011,2,0,0.799999999999997,0
"7286",28.4,-68.8,45,28,-68.5,45,310,2011,2,-0.100000000000001,0.400000000000006,0
"7287",28,-68.5,45,27.9,-68.6,45,310,2011,2,-0.399999999999999,0.299999999999997,0
"7288",27.9,-68.6,45,27.7,-68.7,40,311,2011,2,-0.100000000000001,-0.0999999999999943,0
"7289",27.7,-68.7,40,27.5,-69,40,311,2011,2,-0.199999999999999,-0.100000000000009,-5
"7290",27.5,-69,40,27.6,-69.3,40,311,2011,2,-0.199999999999999,-0.299999999999997,0
"7291",27.6,-69.3,40,27.6,-69.6,40,311,2011,1,0.100000000000001,-0.299999999999997,0
"7292",27.6,-69.6,40,27.7,-69.8,40,312,2011,1,0,-0.299999999999997,0
"7293",27.7,-69.8,40,27.8,-70,45,312,2011,4,0.0999999999999979,-0.200000000000003,0
"7294",27.8,-70,45,27.8,-70,45,312,2011,4,0.100000000000001,-0.200000000000003,5
"7295",27.8,-70,45,27.8,-70.1,45,312,2011,5,0,0,0
"7296",27.8,-70.1,45,27.8,-70.2,50,313,2011,5,0,-0.0999999999999943,0
"7297",27.8,-70.2,50,27.9,-70.4,55,313,2011,5,0,-0.100000000000009,5
"7298",27.9,-70.4,55,28.3,-70.6,55,313,2011,5,0.0999999999999979,-0.200000000000003,5
"7299",28.3,-70.6,55,29,-70.7,55,313,2011,5,0.400000000000002,-0.199999999999989,0
"7300",29,-70.7,55,29.7,-70.9,55,314,2011,5,0.699999999999999,-0.100000000000009,0
"7301",29.7,-70.9,55,30.2,-70.7,55,314,2011,5,0.699999999999999,-0.200000000000003,0
"7302",30.2,-70.7,55,30.5,-70,55,314,2011,5,0.5,0.200000000000003,0
"7303",30.5,-70,55,31,-69,55,314,2011,5,0.300000000000001,0.700000000000003,0
"7304",31,-69,55,32.2,-67.2,50,315,2011,5,0.5,1,0
"7305",32.2,-67.2,50,33.4,-65.3,45,315,2011,5,1.2,1.8,-5
"7306",33.4,-65.3,45,34.8,-62.6,40,315,2011,5,1.2,1.90000000000001,-5
"7307",34.8,-62.6,40,35.9,-59.4,35,315,2011,5,1.4,2.7,-5
"7308",35.9,-59.4,35,38,-57.2,35,316,2011,2,1.1,3.2,-5
"7309",38,-57.2,35,40,-55,35,316,2011,2,2.1,2.2,0
"7310",40,-55,35,42.5,-52.4,35,316,2011,2,2,2.2,0
"7311",32.8,-77.1,30,32.5,-77.3,40,140,2012,5,-0.300000000000004,-0.0999999999999943,5
"7312",32.5,-77.3,40,32.3,-77.6,45,140,2012,5,-0.299999999999997,-0.200000000000003,10
"7313",32.3,-77.6,45,32.1,-78.1,50,140,2012,5,-0.200000000000003,-0.299999999999997,5
"7314",32.1,-78.1,50,31.9,-78.7,45,141,2012,5,-0.199999999999996,-0.5,5
"7315",31.9,-78.7,45,31.5,-79.5,40,141,2012,5,-0.200000000000003,-0.600000000000009,-5
"7316",31.5,-79.5,40,31.1,-79.9,40,141,2012,5,-0.399999999999999,-0.799999999999997,-5
"7317",31.1,-79.9,40,30.7,-80.1,35,141,2012,5,-0.399999999999999,-0.400000000000006,0
"7318",30.7,-80.1,35,30.4,-79.8,35,142,2012,5,-0.400000000000002,-0.199999999999989,-5
"7319",30.4,-79.8,35,30.4,-79.1,35,142,2012,5,-0.300000000000001,0.299999999999997,0
"7320",30.4,-79.1,35,30.5,-78.3,35,142,2012,5,0,0.700000000000003,0
"7321",30.5,-78.3,35,30.7,-77.1,35,142,2012,5,0.100000000000001,0.799999999999997,0
"7322",30.7,-77.1,35,31.5,-76.1,35,143,2012,5,0.199999999999999,1.2,0
"7323",31.5,-76.1,35,32.5,-74.7,30,143,2012,5,0.800000000000001,1,0
"7324",32.5,-74.7,30,33.4,-73.4,30,143,2012,1,1,1.39999999999999,-5
"7325",33.4,-73.4,30,34.1,-71.9,25,143,2012,1,0.899999999999999,1.3,0
"7326",34.1,-71.9,25,34.9,-70.1,25,144,2012,1,0.700000000000003,1.5,-5
"7327",34.9,-70.1,25,35.5,-67.9,25,144,2012,1,0.799999999999997,1.80000000000001,0
"7328",35.5,-67.9,25,35.9,-66,25,144,2012,1,0.600000000000001,2.19999999999999,0
"7329",31.1,-75.1,35,32.3,-75,40,146,2012,1,1,1,5
"7330",32.3,-75,40,32.4,-75.3,40,147,2012,4,1.2,0.0999999999999943,5
"7331",32.4,-75.3,40,32,-75.9,40,147,2012,4,0.100000000000001,-0.299999999999997,0
"7332",32,-75.9,40,31.5,-76.2,40,147,2012,4,-0.399999999999999,-0.600000000000009,0
"7333",31.5,-76.2,40,31.1,-77,45,147,2012,4,-0.5,-0.299999999999997,0
"7334",31.1,-77,45,30.7,-78,45,148,2012,4,-0.399999999999999,-0.799999999999997,5
"7335",30.7,-78,45,30.3,-78.9,50,148,2012,4,-0.400000000000002,-1,0
"7336",30.3,-78.9,50,30.1,-79.8,55,148,2012,4,-0.399999999999999,-0.900000000000006,5
"7337",30.1,-79.8,55,30.1,-80.7,60,148,2012,5,-0.199999999999999,-0.899999999999991,5
"7338",30.1,-80.7,60,30.2,-81.7,50,149,2012,5,0,-0.900000000000006,5
"7339",30.2,-81.7,50,30.4,-82.5,30,149,2012,5,0.0999999999999979,-1,-10
"7340",30.4,-82.5,30,30.5,-83,30,149,2012,5,0.199999999999999,-0.799999999999997,-20
"7341",30.5,-83,30,30.6,-83.2,25,149,2012,5,0.100000000000001,-0.5,0
"7342",30.6,-83.2,25,30.8,-83.4,25,150,2012,5,0.100000000000001,-0.200000000000003,-5
"7343",30.8,-83.4,25,31.3,-83,25,150,2012,5,0.199999999999999,-0.200000000000003,0
"7344",31.3,-83,25,31.7,-82.7,25,150,2012,5,0.5,0.400000000000006,0
"7345",31.7,-82.7,25,32,-81.8,25,150,2012,5,0.399999999999999,0.299999999999997,0
"7346",32,-81.8,25,32.6,-80.6,35,151,2012,5,0.300000000000001,0.900000000000006,0
"7347",32.6,-80.6,35,33.7,-78.9,40,151,2012,5,0.600000000000001,1.2,10
"7348",33.7,-78.9,40,34.5,-77.1,40,151,2012,5,1.1,1.69999999999999,5
"7349",34.5,-77.1,40,35.4,-75.1,45,151,2012,1,0.799999999999997,1.80000000000001,0
"7350",35.4,-75.1,45,36.3,-72.9,40,152,2012,1,0.899999999999999,2,5
"7351",36.3,-72.9,40,37.1,-70.4,35,152,2012,1,0.899999999999999,2.19999999999999,-5
"7352",37.1,-70.4,35,37.8,-67.6,35,152,2012,1,0.800000000000004,2.5,-5
"7353",37.8,-67.6,35,38.7,-65,35,152,2012,1,0.699999999999996,2.80000000000001,0
"7354",38.7,-65,35,39.4,-62.4,35,153,2012,2,0.900000000000006,2.59999999999999,0
"7355",39.4,-62.4,35,39.4,-59.8,35,153,2012,2,0.699999999999996,2.6,0
"7356",39.4,-59.8,35,38.5,-57.5,35,153,2012,2,0,2.6,0
"7357",38.5,-57.5,35,38.1,-53.2,35,153,2012,2,-0.899999999999999,2.3,0
"7358",29.3,-66.9,25,30.4,-65.4,30,169,2012,1,0.5,1.89999999999999,5
"7359",30.4,-65.4,30,31.8,-64.2,35,169,2012,1,1.1,1.5,5
"7360",31.8,-64.2,35,33.4,-63.5,35,169,2012,1,1.4,1.2,5
"7361",33.4,-63.5,35,35.1,-62.8,35,170,2012,1,1.6,0.700000000000003,0
"7362",35.1,-62.8,35,36.7,-62,35,170,2012,1,1.7,0.700000000000003,0
"7363",36.7,-62,35,38,-61.3,40,170,2012,1,1.6,0.799999999999997,0
"7364",38,-61.3,40,38.6,-60.4,40,170,2012,4,1.3,0.700000000000003,5
"7365",38.6,-60.4,40,39.1,-59.6,40,171,2012,4,0.600000000000001,0.899999999999999,0
"7366",39.1,-59.6,40,39.4,-58.7,40,171,2012,4,0.5,0.799999999999997,0
"7367",39.4,-58.7,40,39.5,-58,40,171,2012,5,0.299999999999997,0.899999999999999,0
"7368",39.5,-58,40,38.9,-56.7,40,171,2012,5,0.100000000000001,0.700000000000003,0
"7369",38.9,-56.7,40,38.3,-54.7,40,172,2012,5,-0.600000000000001,1.3,0
"7370",38.3,-54.7,40,38.1,-52.5,45,172,2012,5,-0.600000000000001,2,0
"7371",38.1,-52.5,45,38.2,-50.2,50,172,2012,5,-0.199999999999996,2.2,5
"7372",38.2,-50.2,50,38.6,-47.5,60,172,2012,5,0.100000000000001,2.3,5
"7373",38.6,-47.5,60,39.5,-45.5,70,173,2012,5,0.399999999999999,2.7,10
"7374",39.5,-45.5,70,40.5,-43.9,75,173,2012,5,0.899999999999999,2,10
"7375",40.5,-43.9,75,41.9,-42.9,70,173,2012,5,1,1.6,5
"7376",41.9,-42.9,70,43.3,-42.8,60,173,2012,5,1.4,1,-5
"7377",43.3,-42.8,60,44.5,-43.9,50,174,2012,5,1.4,0.100000000000001,-10
"7378",44.5,-43.9,50,44.8,-45.8,45,174,2012,5,1.2,-1.1,-10
"7379",44.8,-45.8,45,44.2,-47.8,40,174,2012,2,0.299999999999997,-1.9,-5
"7380",44.2,-47.8,40,42.6,-48.4,35,174,2012,2,-0.599999999999994,-2,-5
"7381",42.6,-48.4,35,40.9,-47.4,35,175,2012,2,-1.6,-0.600000000000001,-5
"7382",40.9,-47.4,35,40,-45,35,175,2012,2,-1.7,1,0
"7383",40,-45,35,40.5,-42.5,30,175,2012,2,-0.899999999999999,2.4,0
"7384",40.5,-42.5,30,41.4,-40.2,30,175,2012,2,0.5,2.5,-5
"7385",41.4,-40.2,30,42.9,-38.5,25,176,2012,2,0.899999999999999,2.3,0
"7386",42.9,-38.5,25,43.7,-38.2,20,176,2012,2,1.5,1.7,-5
"7387",26,-87.5,40,26.5,-87.4,45,175,2012,5,0.5,0.0999999999999943,5
"7388",26.5,-87.4,45,27,-87.2,50,176,2012,5,0.5,0.0999999999999943,5
"7389",27,-87.2,50,27.6,-86.8,55,176,2012,5,0.5,0.200000000000003,5
"7390",27.6,-86.8,55,28,-86.3,55,176,2012,5,0.600000000000001,0.400000000000006,5
"7391",28,-86.3,55,28.3,-86,50,176,2012,5,0.399999999999999,0.5,0
"7392",28.3,-86,50,28.6,-85.8,45,177,2012,5,0.300000000000001,0.299999999999997,-5
"7393",28.6,-85.8,45,28.8,-85.6,40,177,2012,5,0.300000000000001,0.200000000000003,-5
"7394",28.8,-85.6,40,29,-85.3,40,177,2012,5,0.199999999999999,0.200000000000003,-5
"7395",29,-85.3,40,29,-85,45,177,2012,5,0.199999999999999,0.299999999999997,0
"7396",29,-85,45,28.9,-84.7,40,178,2012,5,0,0.299999999999997,5
"7397",28.9,-84.7,40,28.9,-84.3,40,178,2012,5,-0.100000000000001,0.299999999999997,-5
"7398",28.9,-84.3,40,29.2,-83.7,35,178,2012,5,0,0.400000000000006,0
"7399",29.2,-83.7,35,29.4,-82.7,30,178,2012,5,0.300000000000001,0.599999999999994,-5
"7400",29.4,-82.7,30,29.5,-81.5,30,179,2012,5,0.199999999999999,1,-5
"7401",29.5,-81.5,30,29.5,-80.3,30,179,2012,5,0.100000000000001,1.2,0
"7402",12,-48.2,30,12.4,-49.9,30,214,2012,5,0.4,-1.5,0
"7403",12.4,-49.9,30,12.7,-51.7,30,215,2012,5,0.4,-1.7,0
"7404",12.7,-51.7,30,13,-53.6,35,215,2012,5,0.299999999999999,-1.8,0
"7405",13,-53.6,35,13.2,-55.5,45,215,2012,5,0.300000000000001,-1.9,5
"7406",13.2,-55.5,45,13.4,-57.5,45,215,2012,5,0.199999999999999,-1.9,10
"7407",13.4,-57.5,45,13.6,-59.7,40,216,2012,5,0.200000000000001,-2,0
"7408",13.6,-59.7,40,13.7,-61.6,40,216,2012,5,0.199999999999999,-2.2,-5
"7409",13.7,-61.6,40,13.8,-63.3,40,216,2012,5,0.0999999999999996,-1.9,0
"7410",13.8,-63.3,40,13.8,-64.8,40,216,2012,5,0.100000000000001,-1.7,0
"7411",13.8,-64.8,40,13.9,-66.4,45,217,2012,5,0,-1.5,0
"7412",13.9,-66.4,45,14.2,-67.9,45,217,2012,5,0.0999999999999996,-1.60000000000001,5
"7413",14.2,-67.9,45,14.6,-69.5,45,217,2012,5,0.299999999999999,-1.5,0
"7414",14.6,-69.5,45,15,-71.5,45,217,2012,5,0.4,-1.59999999999999,0
"7415",15,-71.5,45,15,-73.8,45,218,2012,5,0.4,-2,0
"7416",15,-73.8,45,15,-76.1,45,218,2012,5,0,-2.3,0
"7417",15,-76.1,45,15.1,-77.8,45,218,2012,5,0,-2.3,0
"7418",15.1,-77.8,45,15.2,-78.9,45,218,2012,5,0.0999999999999996,-1.7,0
"7419",15.2,-78.9,45,15.4,-79.6,50,219,2012,5,0.0999999999999996,-1.10000000000001,0
"7420",15.4,-79.6,50,15.7,-80.2,55,219,2012,5,0.200000000000001,-0.699999999999989,5
"7421",15.7,-80.2,55,16.2,-81.2,55,219,2012,5,0.299999999999999,-0.600000000000009,5
"7422",16.2,-81.2,55,16.7,-82.2,55,219,2012,5,0.5,-1,0
"7423",16.7,-82.2,55,17.3,-83.3,55,220,2012,5,0.5,-1,0
"7424",17.3,-83.3,55,17.8,-84.4,65,220,2012,5,0.600000000000001,-1.09999999999999,0
"7425",17.8,-84.4,65,18.4,-85.7,75,220,2012,5,0.5,-1.10000000000001,10
"7426",18.4,-85.7,75,18.7,-87.1,80,220,2012,5,0.599999999999998,-1.3,10
"7427",18.7,-87.1,80,18.8,-88.3,80,221,2012,5,0.300000000000001,-1.39999999999999,5
"7428",18.8,-88.3,80,18.8,-89.6,60,221,2012,5,0.100000000000001,-1.2,0
"7429",18.8,-89.6,60,18.8,-90.8,50,221,2012,5,0,-1.3,-20
"7430",18.8,-90.8,50,18.8,-91.7,55,221,2012,5,0,-1.2,-10
"7431",18.8,-91.7,55,18.7,-92.8,60,222,2012,5,0,-0.900000000000006,5
"7432",18.7,-92.8,60,18.4,-93.8,55,222,2012,5,-0.100000000000001,-1.09999999999999,5
"7433",18.4,-93.8,55,18.2,-94.9,50,222,2012,5,-0.300000000000001,-1,-5
"7434",18.2,-94.9,50,18,-96,40,222,2012,5,-0.199999999999999,-1.10000000000001,-5
"7435",18,-96,40,17.9,-97.2,30,223,2012,5,-0.199999999999999,-1.09999999999999,-10
"7436",12.5,-24.5,30,13,-25.9,30,216,2012,1,0.300000000000001,-1.4,5
"7437",13,-25.9,30,13.5,-27.3,30,216,2012,5,0.5,-1.4,0
"7438",13.5,-27.3,30,14.1,-28.6,35,217,2012,5,0.5,-1.4,0
"7439",14.1,-28.6,35,14.7,-29.9,40,217,2012,5,0.6,-1.3,5
"7440",14.7,-29.9,40,15.3,-31.2,45,217,2012,5,0.6,-1.3,5
"7441",15.3,-31.2,45,15.8,-32.5,50,217,2012,5,0.600000000000001,-1.3,5
"7442",15.8,-32.5,50,16.1,-33.8,50,218,2012,5,0.5,-1.3,5
"7443",16.1,-33.8,50,16.2,-35,45,218,2012,5,0.300000000000001,-1.3,0
"7444",16.2,-35,45,16.2,-36.2,45,218,2012,5,0.0999999999999979,-1.2,-5
"7445",16.2,-36.2,45,16.2,-37.3,35,218,2012,5,0,-1.2,0
"7446",16.2,-37.3,35,16.3,-38.4,30,219,2012,5,0,-1.09999999999999,-10
"7447",16.3,-38.4,30,16.4,-39.6,30,219,2012,5,0.100000000000001,-1.1,-5
"7448",16.4,-39.6,30,16.5,-40.9,30,219,2012,1,0.0999999999999979,-1.2,0
"7449",16.5,-40.9,30,16.7,-42.5,25,219,2012,1,0.100000000000001,-1.3,0
"7450",16.7,-42.5,25,16.9,-44.3,25,220,2012,1,0.199999999999999,-1.6,-5
"7451",16.9,-44.3,25,17.2,-46.3,25,220,2012,1,0.199999999999999,-1.8,0
"7452",17.2,-46.3,25,17.6,-48.5,25,220,2012,1,0.300000000000001,-2,0
"7453",17.6,-48.5,25,18,-50.7,25,220,2012,1,0.400000000000002,-2.2,0
"7454",18,-50.7,25,18.4,-52.9,25,221,2012,1,0.399999999999999,-2.2,0
"7455",13.6,-44.6,30,13.5,-46.3,30,223,2012,5,-0.0999999999999996,-1.6,0
