"","X1","X2","X3"
"rho.cur.248",0.499923348545442,0.499891069433689,0.500007130740746
"rho.cur.249",0.499923348545442,0.499891069433689,0.500007130740746
"rho.cur.250",0.499923348545442,0.499891069433689,0.500007130740746
"rho.cur.251",0.499923348545442,0.499891069433689,0.500007130740746
"rho.cur.252",0.499923348545442,0.499891069433689,0.500007130740746
"rho.cur.253",0.499923348545442,0.499891069433689,0.500007130740746
"rho.cur.254",0.499923348545442,0.499891069433689,0.500007130740746
"rho.cur.255",0.499923348545442,0.499891069433689,0.500007130740746
"rho.cur.256",0.499922097329851,0.499875268207984,0.499999143848871
"rho.cur.257",0.499927545708032,0.499893049709369,0.499999453171448
"rho.cur.258",0.499923181370897,0.499896995687941,0.499997668671184
"rho.cur.259",0.499916717445506,0.499877635870073,0.49999093682806
"rho.cur.260",0.499908247450255,0.499876507476065,0.499995610123654
"rho.cur.261",0.499903817202361,0.499883954601698,0.500000642546185
"rho.cur.262",0.499903817202361,0.499883954601698,0.500000642546185
"rho.cur.263",0.499909719630741,0.499871495085396,0.499996063106917
"rho.cur.264",0.499909719630741,0.499871495085396,0.499996063106917
"rho.cur.265",0.499909719630741,0.499871495085396,0.499996063106917
"rho.cur.266",0.499909719630741,0.499871495085396,0.499996063106917
"rho.cur.267",0.499909719630741,0.499871495085396,0.499996063106917
"rho.cur.268",0.499909719630741,0.499871495085396,0.499996063106917
"rho.cur.269",0.499909719630741,0.499871495085396,0.499996063106917
"rho.cur.270",0.499909719630741,0.499871495085396,0.499996063106917
"rho.cur.271",0.499909719630741,0.499871495085396,0.499996063106917
"rho.cur.272",0.499909719630741,0.499871495085396,0.499996063106917
"rho.cur.273",0.499909719630741,0.499871495085396,0.499996063106917
"rho.cur.274",0.499900445872126,0.499871220430024,0.499991016445516
"rho.cur.275",0.499904493128779,0.49986108581407,0.499984488472406
"rho.cur.276",0.499898292232892,0.499862137185037,0.499999220107796
"rho.cur.277",0.499893485389673,0.499855304929353,0.499993256464701
"rho.cur.278",0.499893485389673,0.499855304929353,0.499993256464701
"rho.cur.279",0.499893485389673,0.499855304929353,0.499993256464701
"rho.cur.280",0.499893485389673,0.499855304929353,0.499993256464701
"rho.cur.281",0.49989662027109,0.499837263977043,0.499983290171912
"rho.cur.282",0.499898392690169,0.499834457254457,0.499978996983941
"rho.cur.283",0.499898392690169,0.499834457254457,0.499978996983941
"rho.cur.284",0.499898392690169,0.499834457254457,0.499978996983941
"rho.cur.285",0.499898392690169,0.499834457254457,0.499978996983941
"rho.cur.286",0.499898392690169,0.499834457254457,0.499978996983941
"rho.cur.287",0.499898392690169,0.499834457254457,0.499978996983941
"rho.cur.288",0.499898392690169,0.499834457254457,0.499978996983941
"rho.cur.289",0.499898392690169,0.499834457254457,0.499978996983941
"rho.cur.290",0.499898392690169,0.499834457254457,0.499978996983941
"rho.cur.291",0.499898392690169,0.499834457254457,0.499978996983941
"rho.cur.292",0.499898392690169,0.499834457254457,0.499978996983941
"rho.cur.293",0.499892384641422,0.49983231513178,0.499987988929227
"rho.cur.294",0.499889390897057,0.49984540129981,0.499980263313302
"rho.cur.295",0.499881439008941,0.499862004522765,0.499990442551903
"rho.cur.296",0.499886497358172,0.499867950268574,0.499989228394665
"rho.cur.297",0.499886497358172,0.499867950268574,0.499989228394665
"rho.cur.298",0.499886497358172,0.499867950268574,0.499989228394665
"rho.cur.299",0.499880945216045,0.499878601860283,0.499984509170084
"rho.cur.300",0.499880945216045,0.499878601860283,0.499984509170084
"rho.cur.301",0.499880945216045,0.499878601860283,0.499984509170084
"rho.cur.302",0.499880945216045,0.499878601860283,0.499984509170084
"rho.cur.303",0.499880945216045,0.499878601860283,0.499984509170084
"rho.cur.304",0.499884539216496,0.499880668708524,0.499977504328073
"rho.cur.305",0.499884539216496,0.499880668708524,0.499977504328073
"rho.cur.306",0.499891036920995,0.499869270642446,0.49997412087664
"rho.cur.307",0.499891036920995,0.499869270642446,0.49997412087664
"rho.cur.308",0.499891036920995,0.499869270642446,0.49997412087664
"rho.cur.309",0.499887595846728,0.499853446055185,0.499986710048344
"rho.cur.310",0.499894281277177,0.499860764228376,0.499988298308179
"rho.cur.311",0.499901401373441,0.499856941863317,0.499993343078888
"rho.cur.312",0.499906984522087,0.499871395114325,0.499978408607503
"rho.cur.313",0.499906984522087,0.499871395114325,0.499978408607503
"rho.cur.314",0.499900194863486,0.499883535758332,0.499977869156534
"rho.cur.315",0.499900194863486,0.499883535758332,0.499977869156534
"rho.cur.316",0.499908365304098,0.499867319973866,0.499966362848035
"rho.cur.317",0.499908994459221,0.499862956514312,0.499972070123644
"rho.cur.318",0.499908994459221,0.499862956514312,0.499972070123644
"rho.cur.319",0.499905436518868,0.499873128224192,0.499958221354939
"rho.cur.320",0.499907296793969,0.499892438722309,0.499968121419489
"rho.cur.321",0.499907296793969,0.499892438722309,0.499968121419489
"rho.cur.322",0.499907296793969,0.499892438722309,0.499968121419489
"rho.cur.323",0.499898642029469,0.499889463637555,0.499977601955326
"rho.cur.324",0.499898642029469,0.499889463637555,0.499977601955326
"rho.cur.325",0.499898642029469,0.499889463637555,0.499977601955326
"rho.cur.326",0.499898642029469,0.499889463637555,0.499977601955326
"rho.cur.327",0.499898642029469,0.499889463637555,0.499977601955326
"rho.cur.328",0.499901847990803,0.499869476243639,0.49997302317007
"rho.cur.329",0.499898535830449,0.499873985648416,0.499982124673284
"rho.cur.330",0.49989376724083,0.499865784582561,0.499967906056468
"rho.cur.331",0.499887102157264,0.499861268581916,0.499969471661039
"rho.cur.332",0.499879158980702,0.499853902807748,0.499978775324456
"rho.cur.333",0.499879158980702,0.499853902807748,0.499978775324456
"rho.cur.334",0.499879158980702,0.499853902807748,0.499978775324456
"rho.cur.335",0.499879158980702,0.499853902807748,0.499978775324456
"rho.cur.336",0.499883643319961,0.49986530716042,0.499977617071173
"rho.cur.337",0.499890120078782,0.499878221346121,0.499968733613084
"rho.cur.338",0.499882997595985,0.499882289380198,0.499974786457357
"rho.cur.339",0.499882997595985,0.499882289380198,0.499974786457357
"rho.cur.340",0.499882997595985,0.499882289380198,0.499974786457357
"rho.cur.341",0.499882997595985,0.499882289380198,0.499974786457357
"rho.cur.342",0.499882997595985,0.499882289380198,0.499974786457357
"rho.cur.343",0.499882997595985,0.499882289380198,0.499974786457357
"rho.cur.344",0.499887321146713,0.499866717967726,0.499983625527926
"rho.cur.345",0.499887321146713,0.499866717967726,0.499983625527926
"rho.cur.346",0.499891976283556,0.499855458568633,0.499985102738531
"rho.cur.347",0.499891976283556,0.499855458568633,0.499985102738531
"rho.cur.348",0.499891976283556,0.499855458568633,0.499985102738531
"rho.cur.349",0.499891976283556,0.499855458568633,0.499985102738531
"rho.cur.350",0.499894547762764,0.499847171434891,0.499989627316154
"rho.cur.351",0.499892039642283,0.499856759378286,0.500003760123202
"rho.cur.352",0.499884128369065,0.499841832202654,0.500011468544924
"rho.cur.353",0.499889101317507,0.49983813013006,0.500022173865072
"rho.cur.354",0.499885316961291,0.499853174230233,0.500024390490456
"rho.cur.355",0.499885316961291,0.499853174230233,0.500024390490456
"rho.cur.356",0.499885316961291,0.499853174230233,0.500024390490456
"rho.cur.357",0.499886007417059,0.499843909973661,0.500038669795303
"rho.cur.358",0.49989450260222,0.499835976695465,0.500053093513553
"rho.cur.359",0.49989450260222,0.499835976695465,0.500053093513553
"rho.cur.360",0.49989450260222,0.499835976695465,0.500053093513553
"rho.cur.361",0.49989450260222,0.499835976695465,0.500053093513553
"rho.cur.362",0.499896501444075,0.499831562546762,0.500067312247912
"rho.cur.363",0.499895538504143,0.499826425985517,0.500079781666093
"rho.cur.364",0.499895538504143,0.499826425985517,0.500079781666093
"rho.cur.365",0.499895538504143,0.499826425985517,0.500079781666093
"rho.cur.366",0.499895538504143,0.499826425985517,0.500079781666093
"rho.cur.367",0.499900786984889,0.49983091160533,0.500071345345657
"rho.cur.368",0.499900786984889,0.49983091160533,0.500071345345657
"rho.cur.369",0.499900786984889,0.49983091160533,0.500071345345657
"rho.cur.370",0.499900786984889,0.49983091160533,0.500071345345657
"rho.cur.371",0.499900786984889,0.49983091160533,0.500071345345657
"rho.cur.372",0.499891059211265,0.499813275225256,0.500069392484462
"rho.cur.373",0.499891059211265,0.499813275225256,0.500069392484462
"rho.cur.374",0.499891059211265,0.499813275225256,0.500069392484462
"rho.cur.375",0.499881060963553,0.499797413693937,0.500069695822108
"rho.cur.376",0.499882120811939,0.499785650563203,0.500061330776264
"rho.cur.377",0.499879411781002,0.499783687337851,0.500064742731992
"rho.cur.378",0.499877592431172,0.499794472892517,0.500075148894543
"rho.cur.379",0.499870491761118,0.499805156695694,0.500083015820387
"rho.cur.380",0.499880244630017,0.499805498626679,0.500069197995076
"rho.cur.381",0.499874011116629,0.499794509549504,0.500078942254679
"rho.cur.382",0.499874011116629,0.499794509549504,0.500078942254679
"rho.cur.383",0.499874011116629,0.499794509549504,0.500078942254679
"rho.cur.384",0.499872857874697,0.499778691827329,0.500066261624342
"rho.cur.385",0.49987827684985,0.499765279365219,0.500061421251078
"rho.cur.386",0.499879655630202,0.499773887685174,0.500046489224003
"rho.cur.387",0.499879655630202,0.499773887685174,0.500046489224003
"rho.cur.388",0.499879655630202,0.499773887685174,0.500046489224003
"rho.cur.389",0.499879655630202,0.499773887685174,0.500046489224003
"rho.cur.390",0.49987967234225,0.499791675868714,0.500058695640834
"rho.cur.391",0.499873427627743,0.499801191314617,0.500062614560456
"rho.cur.392",0.499879726226521,0.499801207192745,0.500058778342167
"rho.cur.393",0.499881084266505,0.499804710523039,0.500063187977942
"rho.cur.394",0.499874167054529,0.49978754302063,0.500049549735696
"rho.cur.395",0.499878977227994,0.499775399223957,0.500061396092118
"rho.cur.396",0.499885660785516,0.499757037941395,0.500051716517233
"rho.cur.397",0.499885660785516,0.499757037941395,0.500051716517233
"rho.cur.398",0.499885660785516,0.499757037941395,0.500051716517233
"rho.cur.399",0.499884750743457,0.49976322143904,0.500040013590234
"rho.cur.400",0.499884750743457,0.49976322143904,0.500040013590234
"rho.cur.401",0.499884750743457,0.49976322143904,0.500040013590234
"rho.cur.402",0.499877266691257,0.499751979988516,0.500047319377808
"rho.cur.403",0.499877266691257,0.499751979988516,0.500047319377808
"rho.cur.404",0.499877266691257,0.499751979988516,0.500047319377808
"rho.cur.405",0.499875318761785,0.499740017412016,0.500040043613038
"rho.cur.406",0.499872844900456,0.499757314697718,0.500035572840828
"rho.cur.407",0.499872844900456,0.499757314697718,0.500035572840828
"rho.cur.408",0.499881943851351,0.49975657271917,0.500038594737428
"rho.cur.409",0.499886953447806,0.499776175857699,0.500029379459496
"rho.cur.410",0.499886953447806,0.499776175857699,0.500029379459496
"rho.cur.411",0.499886953447806,0.499776175857699,0.500029379459496
"rho.cur.412",0.499886953447806,0.499776175857699,0.500029379459496
"rho.cur.413",0.49989190387514,0.499764738905626,0.500020630246394
"rho.cur.414",0.499899771037675,0.499746421242673,0.500007169589771
"rho.cur.415",0.499899771037675,0.499746421242673,0.500007169589771
"rho.cur.416",0.499908553781398,0.499743929177486,0.500004417430624
"rho.cur.417",0.499908553781398,0.499743929177486,0.500004417430624
"rho.cur.418",0.499908553781398,0.499743929177486,0.500004417430624
"rho.cur.419",0.499908553781398,0.499743929177486,0.500004417430624
"rho.cur.420",0.499916946386732,0.499749755753922,0.499991427251336
"rho.cur.421",0.499916946386732,0.499749755753922,0.499991427251336
