"","X1","X2","X3","X4","X5","X6"
"X.153",114.981475183479,24.1496002805986,45.6337661009198,156.552177453252,-96.2254964479334,190.940287196427
"X.154",114.981475183479,24.1496002805986,45.6337661009198,156.552177453252,-96.2254964479334,190.940287196427
"X.155",113.304635716341,24.5271697604664,45.5733878232454,153.427036033782,-96.6126894218004,193.984050671919
"X.156",113.304635716341,24.5271697604664,45.5733878232454,153.427036033782,-96.6126894218004,193.984050671919
"X.157",113.016716442741,27.2560272646703,49.136291396982,152.404513666245,-99.6335505706346,197.136828200309
"X.158",114.363129853941,26.8686365095534,49.6013681359505,150.220133807348,-98.3162917655981,199.339648270397
"X.159",114.363129853941,26.8686365095534,49.6013681359505,150.220133807348,-98.3162917655981,199.339648270397
"X.160",114.363129853941,26.8686365095534,49.6013681359505,150.220133807348,-98.3162917655981,199.339648270397
"X.161",116.042278032489,23.564190212787,50.1082029875284,150.12109063177,-101.868758441237,201.884823457687
"X.162",116.851725050919,21.168204968945,51.2026022925889,146.5201866681,-99.657876105336,202.710080863326
"X.163",118.183875126503,18.664789656327,53.4434888280844,142.755440283405,-103.62307941663,206.527019913657
"X.164",118.183875126503,18.664789656327,53.4434888280844,142.755440283405,-103.62307941663,206.527019913657
"X.165",118.183875126503,18.664789656327,53.4434888280844,142.755440283405,-103.62307941663,206.527019913657
"X.166",118.183875126503,18.664789656327,53.4434888280844,142.755440283405,-103.62307941663,206.527019913657
"X.167",118.183875126503,18.664789656327,53.4434888280844,142.755440283405,-103.62307941663,206.527019913657
"X.168",118.183875126503,18.664789656327,53.4434888280844,142.755440283405,-103.62307941663,206.527019913657
"X.169",118.183875126503,18.664789656327,53.4434888280844,142.755440283405,-103.62307941663,206.527019913657
"X.170",115.161082507781,19.5366460645207,52.6730454444801,146.46400945245,-103.063194264946,209.960600757389
"X.171",115.161082507781,19.5366460645207,52.6730454444801,146.46400945245,-103.063194264946,209.960600757389
"X.172",115.161082507781,19.5366460645207,52.6730454444801,146.46400945245,-103.063194264946,209.960600757389
"X.173",115.161082507781,19.5366460645207,52.6730454444801,146.46400945245,-103.063194264946,209.960600757389
"X.174",111.393776569254,16.9508721606441,53.0880810815757,149.462057666691,-100.506079756943,212.06735275255
"X.175",111.393776569254,16.9508721606441,53.0880810815757,149.462057666691,-100.506079756943,212.06735275255
"X.176",112.982307061292,15.7788399031021,49.7069588258778,151.037258902403,-99.6518030961132,215.689496302395
"X.177",112.982307061292,15.7788399031021,49.7069588258778,151.037258902403,-99.6518030961132,215.689496302395
"X.178",112.982307061292,15.7788399031021,49.7069588258778,151.037258902403,-99.6518030961132,215.689496302395
"X.179",112.982307061292,15.7788399031021,49.7069588258778,151.037258902403,-99.6518030961132,215.689496302395
"X.180",112.982307061292,15.7788399031021,49.7069588258778,151.037258902403,-99.6518030961132,215.689496302395
"X.181",112.193859075866,17.6197160409399,51.6359427638268,154.115766050132,-102.14866330224,215.122441823943
"X.182",115.489336669184,15.5158462656297,54.4470986921256,150.403415733787,-105.024585771663,214.09032073745
"X.183",115.489336669184,15.5158462656297,54.4470986921256,150.403415733787,-105.024585771663,214.09032073745
"X.184",115.489336669184,15.5158462656297,54.4470986921256,150.403415733787,-105.024585771663,214.09032073745
"X.185",119.468471890054,15.1768003591903,53.0018186915581,151.002921584832,-106.335815697265,214.482724744244
"X.186",119.468471890054,15.1768003591903,53.0018186915581,151.002921584832,-106.335815697265,214.482724744244
"X.187",119.468471890054,15.1768003591903,53.0018186915581,151.002921584832,-106.335815697265,214.482724744244
"X.188",121.610376452766,17.5834290423997,50.1950650077229,154.457677064302,-104.34802887897,213.848719175323
"X.189",120.639610673971,13.8686944285043,48.2181748516773,150.840576078581,-100.397165584666,217.162629607483
"X.190",122.038041868917,16.9105983564266,45.6232275620019,147.146103842022,-99.4998423692859,219.45979423949
"X.191",120.985697714351,20.1842865237602,47.0808449324136,149.599228134217,-99.6511977755553,218.081434452324
"X.192",120.985697714351,20.1842865237602,47.0808449324136,149.599228134217,-99.6511977755553,218.081434452324
"X.193",120.985697714351,20.1842865237602,47.0808449324136,149.599228134217,-99.6511977755553,218.081434452324
"X.194",120.985697714351,20.1842865237602,47.0808449324136,149.599228134217,-99.6511977755553,218.081434452324
"X.195",120.985697714351,20.1842865237602,47.0808449324136,149.599228134217,-99.6511977755553,218.081434452324
"X.196",123.746818208806,23.0356059262164,48.6633727617477,147.591332942086,-97.4061749626971,215.935032126843
"X.197",123.746818208806,23.0356059262164,48.6633727617477,147.591332942086,-97.4061749626971,215.935032126843
"X.198",123.746818208806,23.0356059262164,48.6633727617477,147.591332942086,-97.4061749626971,215.935032126843
"X.199",125.20786746379,21.5911502653368,51.1562645856207,150.379544891255,-98.2905964695937,219.180390163674
"X.200",126.058762466274,21.6267717202761,50.2345780275678,149.53780014983,-96.4210109387613,221.358209290891
"X.201",123.45624725122,22.523876743541,54.0307913601314,148.839751673701,-93.128911062432,222.689991307794
"X.202",124.142455795519,19.5557385367908,55.7621899295514,147.946040516558,-96.8494500157512,224.586670252844
"X.203",126.329706070684,16.4006284141549,58.3910440962677,144.215908204975,-95.5630541064865,223.528748791083
"X.204",126.329706070684,16.4006284141549,58.3910440962677,144.215908204975,-95.5630541064865,223.528748791083
"X.205",126.329706070684,16.4006284141549,58.3910440962677,144.215908204975,-95.5630541064865,223.528748791083
"X.206",128.861649473868,14.7467291393884,62.0265401985412,140.54023715465,-97.6487973419106,226.360947492882
"X.207",128.861649473868,14.7467291393884,62.0265401985412,140.54023715465,-97.6487973419106,226.360947492882
"X.208",128.861649473868,14.7467291393884,62.0265401985412,140.54023715465,-97.6487973419106,226.360947492882
"X.209",128.861649473868,14.7467291393884,62.0265401985412,140.54023715465,-97.6487973419106,226.360947492882
"X.210",128.861649473868,14.7467291393884,62.0265401985412,140.54023715465,-97.6487973419106,226.360947492882
"X.211",126.911530155428,15.3714064137646,64.6886136002754,141.271857015627,-95.7358389155096,230.201173725887
"X.212",126.841738765798,14.9951190949984,66.9257112976079,137.411198396074,-92.2811786823994,233.721282783314
"X.213",129.936034772284,16.2443172504761,66.0719642985528,139.776408674034,-90.1947706894106,230.746995152323
"X.214",129.936034772284,16.2443172504761,66.0719642985528,139.776408674034,-90.1947706894106,230.746995152323
"X.215",129.936034772284,16.2443172504761,66.0719642985528,139.776408674034,-90.1947706894106,230.746995152323
"X.216",132.654463376589,18.7322534286984,69.1707054033791,142.532686535107,-93.1976164684719,230.366176254465
"X.217",132.654463376589,18.7322534286984,69.1707054033791,142.532686535107,-93.1976164684719,230.366176254465
"X.218",132.654463376589,18.7322534286984,69.1707054033791,142.532686535107,-93.1976164684719,230.366176254465
"X.219",132.654463376589,18.7322534286984,69.1707054033791,142.532686535107,-93.1976164684719,230.366176254465
"X.220",135.264622743912,20.8804493063696,70.2025525282984,143.552225429403,-91.1232546188957,227.585088539286
"X.221",138.340153710656,22.5662169495233,70.68457231409,146.05091222732,-90.2929278959608,230.929474027245
"X.222",138.340153710656,22.5662169495233,70.68457231409,146.05091222732,-90.2929278959608,230.929474027245
"X.223",138.340153710656,22.5662169495233,70.68457231409,146.05091222732,-90.2929278959608,230.929474027245
"X.224",139.413950187824,25.9029254020759,70.5181116100316,143.749563587668,-89.4511371304369,233.573143056943
"X.225",142.250455647446,23.9386846238383,70.9734046768313,146.288008557471,-92.4154082697904,235.779104984715
"X.226",144.615908341221,24.9100225867339,73.5503054048782,149.428505655216,-95.5014587243176,238.283653575345
"X.227",145.263301903121,28.0503450689473,71.9166870817458,150.609559358867,-94.0767969668931,241.536893545999
"X.228",145.263301903121,28.0503450689473,71.9166870817458,150.609559358867,-94.0767969668931,241.536893545999
"X.229",145.263301903121,28.0503450689473,71.9166870817458,150.609559358867,-94.0767969668931,241.536893545999
"X.230",145.263301903121,28.0503450689473,71.9166870817458,150.609559358867,-94.0767969668931,241.536893545999
"X.231",145.263301903121,28.0503450689473,71.9166870817458,150.609559358867,-94.0767969668931,241.536893545999
"X.232",145.263301903121,28.0503450689473,71.9166870817458,150.609559358867,-94.0767969668931,241.536893545999
"X.233",143.270508652292,28.5784915705778,74.3856420751577,152.670172193857,-91.9634669547058,239.500068535446
"X.234",143.270508652292,28.5784915705778,74.3856420751577,152.670172193857,-91.9634669547058,239.500068535446
"X.235",147.11798640687,31.5320964121827,78.3823762323623,149.88260774112,-91.5772411239422,237.00943876931
"X.236",146.998048970215,28.026010725797,82.0860877104019,152.694262182178,-91.8910386332399,239.427328049554
"X.237",146.998048970215,28.026010725797,82.0860877104019,152.694262182178,-91.8910386332399,239.427328049554
"X.238",150.726942056529,30.2910991349824,85.7051123466258,151.579514162453,-91.0262609434402,240.721796996309
"X.239",150.726942056529,30.2910991349824,85.7051123466258,151.579514162453,-91.0262609434402,240.721796996309
"X.240",154.623013093807,32.604502443374,81.8779127478515,150.318800853404,-87.5576579545713,244.083209877252
"X.241",153.56373152297,30.015748536364,84.4558382343417,148.580870251941,-85.0327124924487,243.190027508302
"X.242",153.56373152297,30.015748536364,84.4558382343417,148.580870251941,-85.0327124924487,243.190027508302
"X.243",153.56373152297,30.015748536364,84.4558382343417,148.580870251941,-85.0327124924487,243.190027508302
"X.244",153.56373152297,30.015748536364,84.4558382343417,148.580870251941,-85.0327124924487,243.190027508302
"X.245",152.253483852111,26.6659186223157,88.0193386815404,146.494793720382,-87.0156503685838,245.318904555752
"X.246",152.253483852111,26.6659186223157,88.0193386815404,146.494793720382,-87.0156503685838,245.318904555752
"X.247",152.253483852111,26.6659186223157,88.0193386815404,146.494793720382,-87.0156503685838,245.318904555752
"X.248",148.922971889116,23.1123593693235,90.2031875859862,145.618179511117,-84.7459890686995,247.77930236177
"X.249",148.922971889116,23.1123593693235,90.2031875859862,145.618179511117,-84.7459890686995,247.77930236177
"X.250",148.922971889116,23.1123593693235,90.2031875859862,145.618179511117,-84.7459890686995,247.77930236177
"X.251",148.922971889116,23.1123593693235,90.2031875859862,145.618179511117,-84.7459890686995,247.77930236177
"X.252",148.922971889116,23.1123593693235,90.2031875859862,145.618179511117,-84.7459890686995,247.77930236177
"X.253",148.922971889116,23.1123593693235,90.2031875859862,145.618179511117,-84.7459890686995,247.77930236177
"X.254",148.922971889116,23.1123593693235,90.2031875859862,145.618179511117,-84.7459890686995,247.77930236177
"X.255",148.922971889116,23.1123593693235,90.2031875859862,145.618179511117,-84.7459890686995,247.77930236177
"X.256",148.03586580392,19.940689364598,91.7881677646106,144.313055585908,-85.2744075202471,251.112604373484
"X.257",149.282584402449,17.445412174017,94.8330109670674,140.548676462682,-84.1784172275192,247.887357578962
"X.258",148.193343624212,14.6228575763859,96.1634827677076,136.70034220426,-83.2838927687234,246.113865516498
"X.259",149.836018537842,10.6733403188743,98.7230134021407,138.329429417687,-80.3955064875162,243.666901289835
"X.260",147.445852644481,12.4949682356425,101.770437059171,135.707011528151,-76.749496211586,245.734573430731
"X.261",144.806800633408,12.9703680818536,105.671907737098,134.247003953742,-75.6723914568401,246.143403395428
"X.262",144.806800633408,12.9703680818536,105.671907737098,134.247003953742,-75.6723914568401,246.143403395428
"X.263",143.330663550384,15.2536617016055,109.419791362426,134.503429846676,-75.6877329510725,250.026386485784
"X.264",143.330663550384,15.2536617016055,109.419791362426,134.503429846676,-75.6877329510725,250.026386485784
"X.265",143.330663550384,15.2536617016055,109.419791362426,134.503429846676,-75.6877329510725,250.026386485784
"X.266",143.330663550384,15.2536617016055,109.419791362426,134.503429846676,-75.6877329510725,250.026386485784
"X.267",143.330663550384,15.2536617016055,109.419791362426,134.503429846676,-75.6877329510725,250.026386485784
"X.268",143.330663550384,15.2536617016055,109.419791362426,134.503429846676,-75.6877329510725,250.026386485784
"X.269",143.330663550384,15.2536617016055,109.419791362426,134.503429846676,-75.6877329510725,250.026386485784
"X.270",143.330663550384,15.2536617016055,109.419791362426,134.503429846676,-75.6877329510725,250.026386485784
"X.271",143.330663550384,15.2536617016055,109.419791362426,134.503429846676,-75.6877329510725,250.026386485784
"X.272",143.330663550384,15.2536617016055,109.419791362426,134.503429846676,-75.6877329510725,250.026386485784
"X.273",143.330663550384,15.2536617016055,109.419791362426,134.503429846676,-75.6877329510725,250.026386485784
